         685164 function calls (671689 primitive calls) in 0.511 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 slice.py:32(MatrixSlice)
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        1    0.000    0.000    0.004    0.004 socket.py:47(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:546(SocketIO)
      351    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      352    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      353    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      354    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        1    0.000    0.000    0.008    0.008 solvers.py:13(<module>)
        1    0.000    0.000    0.001    0.001 solveset.py:12(<module>)
        1    0.000    0.000    0.000    0.000 source.py:3(<module>)
        1    0.000    0.000    0.000    0.000 sparse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sparse.py:20(SparseMatrix)
        1    0.000    0.000    0.000    0.000 sparse.py:847(MutableSparseMatrix)
        1    0.000    0.000    0.000    0.000 sparse_ndim_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sparse_ndim_array.py:126(ImmutableSparseNDimArray)
        1    0.000    0.000    0.000    0.000 sparse_ndim_array.py:13(SparseNDimArray)
        1    0.000    0.000    0.000    0.000 sparse_ndim_array.py:161(MutableSparseNDimArray)
        1    0.000    0.000    0.038    0.038 specialpolys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spherical_harmonics.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spherical_harmonics.py:16(Ynm)
        1    0.000    0.000    0.000    0.000 spherical_harmonics.py:263(Znm)
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spines.py:13(Spine)
        1    0.000    0.000    0.000    0.000 sqfreetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sqrtdenest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sqrtdenest.py:217(SqrtdenestStopIteration)
      290    0.000    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
      290    0.002    0.000    0.003    0.000 sre_compile.py:276(_optimize_charset)
       61    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
       61    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        2    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      457    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
       28    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      409    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
  239/198    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
      170    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
      209    0.001    0.000    0.004    0.000 sre_compile.py:536(_compile_info)
      418    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
      209    0.000    0.000    0.013    0.000 sre_compile.py:598(_code)
      309    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
 1019/209    0.004    0.000    0.009    0.000 sre_compile.py:71(_compile)
      209    0.001    0.000    0.039    0.000 sre_compile.py:759(compile)
        2    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:1036(expand_template)
     1063    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
     2209    0.001    0.000    0.001    0.000 sre_parse.py:160(__len__)
        6    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
     6575    0.002    0.000    0.003    0.000 sre_parse.py:164(__getitem__)
      476    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
     2168    0.001    0.000    0.001    0.000 sre_parse.py:172(append)
 1243/444    0.003    0.000    0.003    0.000 sre_parse.py:174(getwidth)
      210    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
     7164    0.003    0.000    0.003    0.000 sre_parse.py:233(__next)
     2913    0.001    0.000    0.001    0.000 sre_parse.py:249(match)
     5963    0.002    0.000    0.004    0.000 sre_parse.py:254(get)
       10    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       39    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
     1514    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
        1    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
      116    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
      228    0.000    0.000    0.000    0.000 sre_parse.py:343(_escape)
      190    0.001    0.000    0.001    0.000 sre_parse.py:408(_uniq)
  497/209    0.001    0.000    0.023    0.000 sre_parse.py:417(_parse_sub)
  563/219    0.008    0.000    0.022    0.000 sre_parse.py:475(_parse)
      209    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      892    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      235    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
       83    0.000    0.000    0.000    0.000 sre_parse.py:843(_parse_flags)
      209    0.000    0.000    0.000    0.000 sre_parse.py:903(fix_flags)
      209    0.001    0.000    0.024    0.000 sre_parse.py:919(parse)
        1    0.000    0.000    0.000    0.000 sre_parse.py:951(parse_template)
      235    0.000    0.000    0.002    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:960(addgroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
      120    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      120    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      120    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      120    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      120    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      120    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:351(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:356(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:372(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:379(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:631(SSLObject)
        1    0.000    0.000    0.000    0.000 ssl.py:781(SSLSocket)
        1    0.000    0.000    0.005    0.005 ssl.py:91(<module>)
        1    0.000    0.000    0.000    0.000 stackplot.py:8(<module>)
        1    0.000    0.000    0.000    0.000 str.py:18(StrPrinter)
        1    0.000    0.000    0.000    0.000 str.py:3(<module>)
        1    0.000    0.000    0.000    0.000 str.py:852(StrReprPrinter)
        1    0.000    0.000    0.000    0.000 streamplot.py:229(StreamplotSet)
        1    0.000    0.000    0.000    0.000 streamplot.py:239(DomainMap)
        1    0.000    0.000    0.000    0.000 streamplot.py:302(Grid)
        1    0.000    0.000    0.000    0.000 streamplot.py:349(StreamMask)
        1    0.000    0.000    0.000    0.000 streamplot.py:4(<module>)
        1    0.000    0.000    0.000    0.000 streamplot.py:400(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 streamplot.py:404(TerminateTrajectory)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 string.py:175(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        1    0.000    0.000    0.001    0.001 stringpict.py:13(<module>)
        1    0.000    0.000    0.000    0.000 stringpict.py:21(stringPict)
        1    0.000    0.000    0.000    0.000 stringpict.py:361(prettyForm)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:379(CompletedProcess)
        1    0.000    0.000    0.001    0.001 subprocess.py:42(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:589(Popen)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:270(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:317(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.014    0.014 summations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 summations.py:28(Sum)
        1    0.000    0.000    0.004    0.004 symbol.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbol.py:131(Symbol)
       29    0.000    0.000    0.000    0.000 symbol.py:168(_sanitize)
        8    0.000    0.000    0.000    0.000 symbol.py:184(<lambda>)
       11    0.000    0.000    0.000    0.000 symbol.py:202(__new__)
       21    0.000    0.000    0.000    0.000 symbol.py:215(__new_stage2__)
        4    0.000    0.000    0.000    0.000 symbol.py:250(_hashable_content)
        4    0.000    0.000    0.000    0.000 symbol.py:254(assumptions0)
        8    0.000    0.000    0.000    0.000 symbol.py:256(<genexpr>)
        2    0.000    0.000    0.000    0.000 symbol.py:283(free_symbols)
        1    0.000    0.000    0.000    0.000 symbol.py:293(Dummy)
       18    0.000    0.000    0.000    0.000 symbol.py:328(__new__)
        3    0.000    0.000    0.000    0.000 symbol.py:354(_hashable_content)
        1    0.000    0.000    0.000    0.000 symbol.py:358(Wild)
        9    0.000    0.000    0.000    0.000 symbol.py:482(symbols)
       12    0.000    0.000    0.000    0.000 symbol.py:612(literal)
        9    0.000    0.000    0.000    0.000 symbol.py:626(<listcomp>)
       21    0.000    0.000    0.000    0.000 symbol.py:627(<genexpr>)
        1    0.000    0.000    0.002    0.002 sympify.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sympify.py:12(SympifyError)
        4    0.000    0.000    0.000    0.000 sympify.py:13(__init__)
        1    0.000    0.000    0.000    0.000 sympify.py:27(CantSympify)
    70/58    0.000    0.000    0.000    0.000 sympify.py:375(_sympify)
  120/108    0.000    0.000    0.000    0.000 sympify.py:76(sympify)
        1    0.000    0.000    0.000    0.000 table.py:145(CustomCell)
        1    0.000    0.000    0.000    0.000 table.py:204(Table)
        1    0.000    0.000    0.001    0.001 table.py:21(<module>)
        1    0.000    0.000    0.000    0.000 table.py:32(Cell)
        1    0.000    0.000    0.000    0.000 tableform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tableform.py:9(TableForm)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.004    0.004 tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:414(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:457(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:775(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 tensor_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tensor_functions.py:40(LeviCivita)
        1    0.000    0.000    0.000    0.000 tensor_functions.py:84(KroneckerDelta)
        1    0.000    0.000    0.001    0.001 texmanager.py:29(<module>)
        1    0.000    0.000    0.000    0.000 texmanager.py:48(TexManager)
        5    0.000    0.000    0.000    0.000 texmanager.py:96(<genexpr>)
        1    0.000    0.000    0.000    0.000 text.py:109(Text)
        1    0.000    0.000    0.000    0.000 text.py:1280(TextWithDash)
        1    0.000    0.000    0.000    0.000 text.py:1682(OffsetFrom)
        1    0.000    0.000    0.000    0.000 text.py:1766(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 text.py:1980(Annotation)
        1    0.000    0.000    0.019    0.019 text.py:3(<module>)
        1    0.000    0.000    0.006    0.006 textpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:24(TextToPath)
        1    0.000    0.000    0.000    0.000 textpath.py:32(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:412(TextPath)
        1    0.000    0.000    0.000    0.000 textplot.py:1(<module>)
      130    0.000    0.000    0.002    0.000 textwrap.py:414(dedent)
        6    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
       86    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
       92    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
        1    0.000    0.000    0.000    0.000 theta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1134(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1164(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1166(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1183(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:216(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
        1    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:370(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:450(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:488(Event)
        1    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:721(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:739(Thread)
        3    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:758(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:891(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:894(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 ticker.py:1043(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1059(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1124(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1144(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1169(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1283(PercentFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1399(Locator)
        1    0.000    0.000    0.000    0.000 ticker.py:1498(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1527(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1571(NullLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1591(LinearLocator)
        1    0.000    0.000    0.001    0.001 ticker.py:165(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:1669(Base)
        1    0.000    0.000    0.000    0.000 ticker.py:1711(MultipleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1767(_Edge_integer)
        1    0.000    0.000    0.000    0.000 ticker.py:1810(MaxNLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:205(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:2057(LogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2256(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:231(TickHelper)
        1    0.000    0.000    0.000    0.000 ticker.py:2429(LogitLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:252(Formatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2521(AutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2541(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2604(OldAutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:305(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:327(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:338(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:371(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:391(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:410(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:431(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:481(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:808(LogFormatter)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tight_layout.py:10(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:49(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:82(Timer)
        1    0.000    0.000    0.000    0.000 timeutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeutils.py:39(__do_timings)
        1    0.000    0.000    0.000    0.000 timeutils.py:42(<listcomp>)
        4    0.000    0.000    0.000    0.000 timeutils.py:55(timethis)
       10    0.000    0.000    0.000    0.000 timeutils.py:56(decorator)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:108(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:109(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:212(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:214(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:339(_get_normal_name)
        1    0.000    0.000    0.000    0.000 tokenize.py:350(detect_encoding)
        1    0.000    0.000    0.000    0.000 tokenize.py:374(read_or_stop)
        1    0.000    0.000    0.000    0.000 tokenize.py:380(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:443(open)
        1    0.000    0.000    0.000    0.000 tokenize.py:94(TokenInfo)
        2    0.000    0.000    0.000    0.000 tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tools.py:34(typed)
        1    0.000    0.000    0.000    0.000 trace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trace.py:8(Trace)
        1    0.000    0.000    0.003    0.003 traceback.py:1(<module>)
       22    0.000    0.000    0.003    0.000 traceback.py:196(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
       66    0.000    0.000    0.000    0.000 traceback.py:239(__init__)
       22    0.000    0.000    0.000    0.000 traceback.py:268(__getitem__)
       88    0.000    0.000    0.002    0.000 traceback.py:278(line)
       88    0.000    0.000    0.000    0.000 traceback.py:285(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:309(StackSummary)
       22    0.000    0.000    0.002    0.000 traceback.py:312(extract)
        1    0.000    0.000    0.000    0.000 traceback.py:425(TracebackException)
        1    0.000    0.000    0.003    0.003 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1019(TransformedBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1062(LaplaceTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1095(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1203(InverseLaplaceTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1224(Transform)
        1    0.000    0.000    0.000    0.000 transforms.py:1314(FourierTypeTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1337(FourierTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1392(InverseFourierTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1479(SineCosineTypeTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1507(SineTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1560(InverseSineTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1614(CosineTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1621(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:1667(InverseCosineTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1718(AffineBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1725(__init__)
        6    0.000    0.000    0.000    0.000 transforms.py:174(_noconds_)
        1    0.000    0.000    0.000    0.000 transforms.py:1747(HankelTypeTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1774(HankelTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1777(Affine2DBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1830(InverseHankelTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1865(Affine2D)
        7    0.000    0.000    0.000    0.000 transforms.py:189(make_wrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:2084(IdentityTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2131(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2253(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:23(IntegralTransformError)
        1    0.000    0.000    0.000    0.000 transforms.py:2344(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:244(BboxBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2474(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2563(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2611(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2654(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:2675(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2715(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 transforms.py:2747(TransformedPath)
        1    0.000    0.000    0.000    0.000 transforms.py:281(MellinTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2821(TransformedPatchPath)
        1    0.000    0.000    0.000    0.000 transforms.py:30(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:397(MellinTransformStripError)
        1    0.000    0.000    0.000    0.000 transforms.py:40(IntegralTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:55(TransformNode)
        1    0.000    0.000    0.000    0.000 transforms.py:6(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:752(Bbox)
        1    0.000    0.000    0.000    0.000 transforms.py:762(InverseMellinTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:83(__init__)
        1    0.000    0.000    0.000    0.000 transpose.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transpose.py:8(Transpose)
        1    0.000    0.000    0.000    0.000 traversaltools.py:1(<module>)
        2    0.000    0.000    0.000    0.000 traverse.py:1(<module>)
        2    0.000    0.000    0.000    0.000 tree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:7(Triangulation)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trifinder.py:25(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 trifinder.py:7(TriFinder)
        1    0.000    0.000    0.005    0.005 trigonometric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1203(cot)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1495(ReciprocalTrigonometricFunction)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1612(sec)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1692(csc)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1773(sinc)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1861(InverseTrigonometricFunction)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1867(asin)
        1    0.000    0.000    0.000    0.000 trigonometric.py:200(sin)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2048(acos)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2221(atan)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2398(acot)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2564(asec)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2691(acsc)
        1    0.000    0.000    0.000    0.000 trigonometric.py:27(TrigonometricFunction)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2797(atan2)
        1    0.000    0.000    0.000    0.000 trigonometric.py:478(cos)
        1    0.000    0.000    0.000    0.000 trigonometric.py:905(tan)
        1    0.000    0.000    0.000    0.000 trigonometry.py:3(<module>)
        1    0.000    0.000    0.002    0.002 trigsimp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1012(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1080(_DOF_estimator_user)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1089(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1173(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1231(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:16(TriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:237(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:293(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:3(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:594(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:10(TriRefiner)
        1    0.000    0.000    0.000    0.000 trirefine.py:3(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:47(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 tritools.py:10(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 tritools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:140(eye)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.051    0.051 type_check.py:3(<module>)
       85    0.000    0.000    0.000    0.000 types.py:164(__get__)
        1    0.000    0.000    0.000    0.000 tz.py:1020(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1140(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1151(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:121(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1237(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:1454(__get_gettz)
        1    0.000    0.000    0.000    0.000 tz.py:1459(GettzFunc)
        1    0.000    0.000    0.000    0.000 tz.py:1529(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1771(_ContextWrapper)
        1    0.000    0.000    0.000    0.000 tz.py:189(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:316(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:36(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:361(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:374(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:858(tzrange)
